,user_token,topic,vis_condition,post_clarity_0,post_clarity_1,post_clarity_2,post_clarity_3,post_clarity_ansT,post_clarity_start,post_correctness_0,post_correctness_1,post_correctness_2,post_correctness_ansT,post_correctness_start,post_topicInv_0,post_topicInv_1,post_topicInv_2,post_topicInv_3,post_topicInv_ansT,post_topicInv_start,post_CI_lower,post_CI_upper,post_attitude,pre_clarity_0,pre_clarity_1,pre_clarity_2,pre_clarity_3,pre_clarity_ansT,pre_clarity_start,pre_correctness_0,pre_correctness_1,pre_correctness_2,pre_correctness_ansT,pre_correctness_start,pre_topicInv_0,pre_topicInv_1,pre_topicInv_2,pre_topicInv_3,pre_topicInv_ansT,pre_topicInv_start,pre_CI_lower,pre_CI_upper,pre_attitude,pre_clarity,pre_correctness,pre_topic_involvement,post_clarity,post_correctness,post_topic_involvement,pre_attitude_adjusted,pre_attitude_strength,pre_attitude_uncertainty,post_attitude_adjusted,post_attitude_strength,post_attitude_uncertainty,attitude_difference,abs_attitude_difference,att_uncertainty_difference,abs_att_uncertainty_difference,mean_belief_change,mean_pre_belief_distance,mean_belief_uncertainty_change,count_vars,belief_diff_pre_belief_dist_mean,defensive_confidence,EB-feel,EB-evidence,EB-political
125,edcfb9c8-d67c-490c-9b34-93dbe0e602a8,covid,hop,9,9,9,9,1922,1.64798E+12,9,9,9,1229,1.64798E+12,4,5,4,4,1236,1.64798E+12,,,,9,9,9,9,2427,1.64798E+12,9,9,9,5864,1.64798E+12,5,5,4,4,1055,1.64798E+12,,,,9,9,18,9,9,17,,,,,,,,,,,0.310810243,0.372596998,-0.339038239,6,0.940740953,57,2,4.25,1.25
126,03ba5407-6321-458d-96c8-189ab92fe302,union,scatter,2,2,2,3,1609,1.64798E+12,2,5,1,1510,1.64798E+12,2,2,4,5,1310,1.64798E+12,,,,2,6,2,3,1810,1.64798E+12,1,2,1,1343,1.64798E+12,3,4,5,5,5424,1.64798E+12,,,,3.25,1.333333333,17,2.25,2.666666667,13,,,,,,,,,,,0.602482101,0.923788549,0.241191543,6,0.630996596,47,2.75,3.75,2.75
127,03ba5407-6321-458d-96c8-189ab92fe302,covid,scatter,9,9,9,9,1744,1.64798E+12,9,8,9,1310,1.64798E+12,5,5,5,5,1647,1.64798E+12,,,,9,9,9,9,1327,1.64798E+12,9,9,9,1477,1.64798E+12,5,5,5,5,1391,1.64798E+12,,,,9,9,20,9,8.666666667,20,,,,,,,,,,,0.775183416,1.154529597,1.124367871,6,0.668405765,47,2.75,3.75,2.75
128,f5f72e34-bea0-464f-85d7-c1b0631d14ed,union,scatter,9,9,9,9,2406,1.64798E+12,9,8,9,1718,1.64798E+12,5,4,3,4,2415,1.64798E+12,,,,8,8,9,9,2557,1.64798E+12,9,8,9,2535,1.64798E+12,5,4,3,4,2470,1.64798E+12,,,,8.5,8.666666667,16,9,8.666666667,16,,,,,,,,,,,0.427664774,0.492252267,-0.09038164,6,0.803439752,40,3.75,4,2
129,f5f72e34-bea0-464f-85d7-c1b0631d14ed,covid,scatter,9,9,9,9,2725,1.64798E+12,9,9,9,1953,1.64798E+12,5,4,3,4,3479,1.64798E+12,,,,9,9,9,9,2111,1.64798E+12,9,9,9,2328,1.64798E+12,5,4,3,4,3983,1.64798E+12,,,,9,9,16,9,9,16,,,,,,,,,,,0.293983363,0.428202182,-0.127985848,6,1.233787858,40,3.75,4,2
130,5312a2a3-4b02-487b-a93e-52d2cd54cc09,union,hop,7,7,7,7,875,1.64798E+12,7,7,6,1047,1.64798E+12,4,4,4,4,2007,1.64798E+12,,,,7,7,6,6,1977,1.64798E+12,6,6,6,979,1.64798E+12,4,4,4,4,1430,1.64798E+12,,,,6.5,6,16,7,6.666666667,16,,,,,,,,,,,0.261276432,0.382070283,-0.05218331,6,0.574535762,50,4.25,4.25,1.5
131,5312a2a3-4b02-487b-a93e-52d2cd54cc09,covid,hop,3,3,3,3,1827,1.64798E+12,7,5,5,1354,1.64798E+12,2,2,2,2,979,1.64798E+12,,,,4,4,4,4,2026,1.64798E+12,2,3,3,1114,1.64798E+12,2,2,1,1,1421,1.64798E+12,,,,4,2.666666667,6,3,5.666666667,8,,,,,,,,,,,0.41371784,0.661902542,-0.134501659,6,0.638718086,50,4.25,4.25,1.5
132,13ac511b-f90c-47be-a381-a624f86e0f6a,covid,uncertainty,6,7,7,7,1725,1.64798E+12,6,7,6,955,1.64798E+12,4,5,4,5,1404,1.64798E+12,,,,8,8,7,8,1397,1.64798E+12,8,8,7,1246,1.64798E+12,4,4,4,5,980,1.64798E+12,,,,7.75,7.666666667,17,6.75,6.333333333,18,,,,,,,,,,,0.560710523,1.202689148,-0.086652321,6,0.48129672,46,2.5,4.5,3
133,13ac511b-f90c-47be-a381-a624f86e0f6a,union,uncertainty,4,4,3,3,2446,1.64798E+12,2,5,6,1879,1.64798E+12,3,2,2,2,1183,1.64798E+12,,,,6,6,6,6,1746,1.64798E+12,6,5,6,3769,1.64798E+12,4,3,2,2,1645,1.64798E+12,,,,6,5.666666667,11,3.5,4.333333333,9,,,,,,,,,,,0.598321534,0.660373774,0.185658118,6,0.884444263,46,2.5,4.5,3
134,6f59b840-51ee-4be4-903a-e570914b5213,covid,hop,7,7,7,7,1044,1.64798E+12,5,5,5,1233,1.64798E+12,3,2,3,3,1298,1.64798E+12,,,,7,7,7,7,1586,1.64798E+12,7,5,5,1354,1.64798E+12,3,2,3,3,867,1.64798E+12,,,,7,5.666666667,11,7,5,11,,,,,,,,,,,0.501351178,0.52212778,0.015842714,6,0.930777549,40,3.5,3.5,3
135,6f59b840-51ee-4be4-903a-e570914b5213,union,hop,7,7,7,7,1043,1.64798E+12,5,5,5,1185,1.64798E+12,2,2,1,1,1057,1.64798E+12,,,,7,7,7,7,1057,1.64798E+12,5,5,5,1361,1.64798E+12,2,2,1,2,1378,1.64798E+12,,,,7,5,7,7,5,6,,,,,,,,,,,0.568431712,0.550727429,0.031774556,6,1.068044866,40,3.5,3.5,3
136,4119da06-1227-4743-8291-cd47565e3916,union,hop,8,8,8,8,1221,1.64798E+12,8,8,8,1166,1.64798E+12,5,5,4,4,1382,1.64798E+12,,,,8,8,8,8,1757,1.64798E+12,9,7,8,3406,1.64798E+12,4,4,4,4,1287,1.64798E+12,,,,8,8,16,8,8,18,,,,,,,,,,,0.406903718,0.718984814,-0.090046633,6,0.672013886,53,4.75,5,2.75
137,4119da06-1227-4743-8291-cd47565e3916,covid,hop,8,9,9,9,1013,1.64798E+12,9,8,8,1687,1.64798E+12,5,4,5,4,943,1.64798E+12,,,,8,8,8,8,1847,1.64798E+12,8,8,8,1919,1.64798E+12,5,5,4,4,2071,1.64798E+12,,,,8,8,18,8.75,8.333333333,18,,,,,,,,,,,0.015639824,0.708572972,-0.073670342,6,0.021074493,53,4.75,5,2.75
138,73fe9ee4-e47a-48eb-b752-f78f231475cc,union,uncertainty,3,3,3,3,1773,1.64798E+12,3,3,5,1920,1.64798E+12,2,3,3,3,1189,1.64798E+12,,,,5,3,3,4,5792,1.64798E+12,4,5,5,1537,1.64798E+12,2,2,3,3,1520,1.64798E+12,,,,3.75,4.666666667,10,3,3.666666667,11,,,,,,,,,,,0.825323031,0.531975585,0.409312877,6,16.01552573,39,3.5,4.5,2.5
139,73fe9ee4-e47a-48eb-b752-f78f231475cc,covid,uncertainty,8,8,8,7,1339,1.64798E+12,8,8,7,1801,1.64798E+12,4,3,3,3,1825,1.64798E+12,,,,7,7,8,7,1458,1.64798E+12,7,7,7,2054,1.64798E+12,3,3,3,4,1244,1.64798E+12,,,,7.25,7,13,7.75,7.666666667,13,,,,,,,,,,,0.664055443,1.038956327,0.183027208,6,0.922477194,39,3.5,4.5,2.5
140,137e77a0-e09e-4144-ab7d-8c653eb198af,union,uncertainty,4,6,5,6,1519,1.64798E+12,6,7,5,1384,1.64798E+12,3,4,3,3,1684,1.64798E+12,,,,5,4,4,5,3483,1.64798E+12,5,6,5,1266,1.64798E+12,3,4,5,5,2000,1.64798E+12,,,,4.5,5.333333333,17,5.25,6,13,,,,,,,,,,,0.369603949,0.422559261,-0.308674825,6,1.127224024,43,4,4,4
141,137e77a0-e09e-4144-ab7d-8c653eb198af,covid,uncertainty,8,9,9,8,3484,1.64798E+12,8,8,8,1416,1.64798E+12,4,3,4,4,1216,1.64798E+12,,,,8,9,8,8,1234,1.64798E+12,8,9,8,1283,1.64798E+12,5,4,5,5,1400,1.64798E+12,,,,8.25,8.333333333,19,8.5,8,15,,,,,,,,,,,0.182931109,0.344614805,-0.185102923,6,0.548801221,43,4,4,4
142,5cd944df-f1ff-4a23-bb15-821bb2606258,covid,uncertainty,8,8,8,8,2261,1.64798E+12,9,9,9,2654,1.64798E+12,5,5,5,5,2361,1.64798E+12,,,,8,8,8,8,1247,1.64798E+12,8,7,8,1136,1.64798E+12,5,4,5,5,1923,1.64798E+12,,,,8,7.666666667,19,8,9,20,,,,,,,,,,,0.554597407,0.860447815,-0.026431106,6,1.045331183,41,3,4,1.5
143,5cd944df-f1ff-4a23-bb15-821bb2606258,union,uncertainty,7,7,7,7,2499,1.64798E+12,8,7,7,1281,1.64798E+12,4,4,4,4,1383,1.64798E+12,,,,7,6,6,6,2373,1.64798E+12,8,7,6,1507,1.64798E+12,4,4,4,4,1597,1.64798E+12,,,,6.25,7,16,7,7.333333333,16,,,,,,,,,,,0.2223851,0.681090952,0.011317148,6,0.489064021,41,3,4,1.5
144,8db805f1-83be-48d9-b19f-bd14c6299ee2,union,uncertainty,7,7,7,7,846,1.64798E+12,6,6,7,1615,1.64798E+12,2,1,1,1,1693,1.64798E+12,,,,7,8,7,7,991,1.64798E+12,7,6,6,1313,1.64798E+12,3,1,1,1,1750,1.64798E+12,,,,7.25,6.333333333,6,7,6.333333333,5,,,,,,,,,,,0.47797248,0.427821499,0.123257243,6,1.036244498,45,3.25,4.5,2.25
145,8db805f1-83be-48d9-b19f-bd14c6299ee2,covid,uncertainty,9,9,9,9,985,1.64798E+12,9,9,9,1859,1.64798E+12,2,2,1,1,1833,1.64798E+12,,,,9,9,9,9,1379,1.64798E+12,9,6,9,1079,1.64798E+12,2,2,1,2,1257,1.64798E+12,,,,9,8,7,9,9,6,,,,,,,,,,,0.486583304,0.453288355,-0.031473564,6,0.827410451,45,3.25,4.5,2.25
146,7a690173-15c9-440c-848f-0eb9c450687d,union,uncertainty,7,7,7,7,1541,1.64798E+12,7,5,5,883,1.64798E+12,3,1,1,1,1046,1.64798E+12,,,,6,6,6,6,1235,1.64798E+12,5,5,5,5572,1.64798E+12,3,3,4,4,1099,1.64798E+12,,,,6,5,14,7,5.666666667,6,,,,,,,,,,,0.36657941,0.552276119,0.481597528,6,1.350880553,57,3,4.25,2.25
147,7a690173-15c9-440c-848f-0eb9c450687d,covid,uncertainty,9,9,9,9,2037,1.64798E+12,9,9,9,1815,1.64798E+12,5,5,5,5,1383,1.64798E+12,,,,9,9,9,9,1600,1.64798E+12,9,4,9,1348,1.64798E+12,5,5,5,5,875,1.64798E+12,,,,9,7.333333333,20,9,9,20,,,,,,,,,,,0.484887894,0.459528813,0.436777857,6,0.887859987,57,3,4.25,2.25
148,abb686c0-a6a7-4c93-8d0b-9eefe6996d72,covid,uncertainty,7,7,7,7,1606,1.64798E+12,7,6,7,1059,1.64798E+12,4,4,4,4,1209,1.64798E+12,,,,7,7,7,7,869,1.64798E+12,7,7,7,2472,1.64798E+12,4,4,3,4,1225,1.64798E+12,,,,7,7,15,7,6.666666667,16,,,,,,,,,,,0.433145739,0.580637617,0.090455014,6,1.47173506,45,3.25,4.25,1.75
149,abb686c0-a6a7-4c93-8d0b-9eefe6996d72,union,uncertainty,5,5,5,5,1316,1.64798E+12,5,5,5,1458,1.64798E+12,3,3,4,4,1489,1.64798E+12,,,,5,5,5,5,1215,1.64798E+12,5,5,5,1790,1.64798E+12,3,3,4,4,864,1.64798E+12,,,,5,5,14,5,5,14,,,,,,,,,,,0.262822769,0.259373694,-0.259322795,6,1.682342905,45,3.25,4.25,1.75
150,331dbc21-dae9-422b-824a-1f43830dc777,covid,hop,9,9,9,9,781,1.64798E+12,9,9,9,1743,1.64798E+12,4,4,5,4,1266,1.64798E+12,,,,8,8,8,9,792,1.64798E+12,8,8,8,2627,1.64798E+12,5,5,5,4,734,1.64798E+12,,,,8.25,8,19,9,9,17,,,,,,,,,,,0.332922884,0.505134223,-0.056142304,6,0.763358153,46,3.25,3.5,1.75
151,331dbc21-dae9-422b-824a-1f43830dc777,union,hop,5,5,5,5,735,1.64798E+12,5,5,5,1128,1.64798E+12,3,3,3,3,761,1.64798E+12,,,,5,5,5,5,1563,1.64798E+12,5,5,5,1608,1.64798E+12,3,3,4,4,618,1.64798E+12,,,,5,5,14,5,5,12,,,,,,,,,,,0.26550411,0.353610947,-0.221528527,6,0.87204893,46,3.25,3.5,1.75
152,a237745a-67f4-435c-a075-e34164e2cb88,covid,uncertainty,7,6,6,7,1502,1.64798E+12,7,7,7,1709,1.64798E+12,3,3,4,4,1201,1.64798E+12,,,,6,6,7,7,1323,1.64798E+12,6,7,6,2342,1.64798E+12,4,3,3,3,1338,1.64798E+12,,,,6.5,6.333333333,13,6.5,7,14,,,,,,,,,,,0.565797415,0.568181278,-0.215745164,6,1.000088667,46,3.75,3.75,3
153,a237745a-67f4-435c-a075-e34164e2cb88,union,uncertainty,1,5,5,5,2177,1.64798E+12,5,5,5,2234,1.64798E+12,3,3,1,1,2233,1.64798E+12,,,,1,5,5,5,1394,1.64798E+12,5,5,5,2588,1.64798E+12,3,3,1,1,2845,1.64798E+12,,,,4,5,8,4,5,8,,,,,,,,,,,0.537270441,0.511524349,-0.062493152,6,3.615185194,46,3.75,3.75,3
154,8eb7fc16-f62f-4a3a-9deb-4328a90f0afb,covid,scatter,9,9,9,9,2051,1.64798E+12,9,8,9,1234,1.64798E+12,4,2,1,2,1139,1.64798E+12,,,,9,9,9,9,1199,1.64798E+12,9,8,9,1832,1.64798E+12,4,2,2,2,1076,1.64798E+12,,,,9,8.666666667,10,9,8.666666667,9,,,,,,,,,,,0.578763002,0.674331534,-0.113046476,6,0.744642915,48,1,4.75,3.25
155,8eb7fc16-f62f-4a3a-9deb-4328a90f0afb,union,scatter,9,9,9,9,1341,1.64798E+12,9,9,9,862,1.64798E+12,5,5,1,5,1537,1.64798E+12,,,,9,9,9,9,4960,1.64798E+12,9,9,9,1079,1.64798E+12,5,5,1,5,2434,1.64798E+12,,,,9,9,16,9,9,16,,,,,,,,,,,0.298388363,0.30479331,-0.029236548,6,0.955902482,48,1,4.75,3.25
156,70da1cce-cf55-441b-984b-f0756e9f7f54,covid,scatter,9,9,9,9,3033,1.64798E+12,9,9,9,2666,1.64798E+12,5,5,5,5,3152,1.64798E+12,,,,9,9,9,9,1739,1.64798E+12,9,9,9,1123,1.64798E+12,5,5,5,5,2239,1.64798E+12,,,,9,9,20,9,9,20,,,,,,,,,,,0.748288171,0.734680722,0.002047848,6,0.956376195,53,4.25,5,1.25
157,70da1cce-cf55-441b-984b-f0756e9f7f54,union,scatter,7,7,7,6,1354,1.64798E+12,8,7,7,1838,1.64798E+12,3,4,5,4,1745,1.64798E+12,,,,8,8,8,8,2516,1.64798E+12,8,8,8,1946,1.64798E+12,3,4,4,4,6194,1.64798E+12,,,,8,8,15,6.75,7.333333333,16,,,,,,,,,,,0.244269567,0.253682371,-0.037081074,6,0.951215621,53,4.25,5,1.25
158,51dadfa6-6c51-4757-b90b-2266ca9c302c,union,scatter,6,8,8,8,1293,1.64798E+12,8,8,8,1888,1.64798E+12,2,3,4,4,987,1.64798E+12,,,,7,7,7,7,1590,1.64798E+12,7,5,5,989,1.64798E+12,3,3,4,4,963,1.64798E+12,,,,7,5.666666667,14,7.5,8,13,,,,,,,,,,,0.333490575,0.42505769,-0.069111445,6,0.689077438,56,3.5,5,2
159,51dadfa6-6c51-4757-b90b-2266ca9c302c,covid,scatter,9,9,9,9,1285,1.64798E+12,9,9,9,1179,1.64798E+12,5,5,5,5,1163,1.64798E+12,,,,9,9,9,9,993,1.64798E+12,9,9,9,1123,1.64798E+12,5,5,5,5,1123,1.64798E+12,,,,9,9,20,9,9,20,,,,,,,,,,,0.360716334,0.481468207,0.140032918,6,0.670758636,56,3.5,5,2
160,d51770e7-91e9-40e8-997a-54a64708981a,covid,uncertainty,8,8,8,8,2214,1.64798E+12,8,8,8,1217,1.64798E+12,4,4,4,4,1906,1.64798E+12,,,,9,9,9,9,1727,1.64798E+12,9,9,8,1133,1.64798E+12,4,4,4,4,2572,1.64798E+12,,,,9,8.666666667,16,8,8,16,,,,,,,,,,,0.401765743,0.699872996,0.045371984,6,0.451538068,51,3.5,4,2.5
161,d51770e7-91e9-40e8-997a-54a64708981a,union,uncertainty,7,7,7,7,1946,1.64798E+12,8,8,7,3110,1.64798E+12,4,4,4,4,2297,1.64798E+12,,,,7,6,6,7,2133,1.64798E+12,6,6,6,3806,1.64798E+12,4,4,4,4,1547,1.64798E+12,,,,6.5,6,16,7,7.666666667,16,,,,,,,,,,,0.199769119,0.275072439,0.01887053,6,0.677174118,51,3.5,4,2.5
162,1c3a3971-b7a4-405c-a0b3-c86cf24db1c3,union,scatter,5,5,5,4,1268,1.64798E+12,5,5,4,1302,1.64798E+12,3,3,4,4,840,1.64798E+12,,,,6,7,6,6,1044,1.64798E+12,7,6,7,2273,1.64798E+12,3,3,4,4,2853,1.64798E+12,,,,6.25,6.666666667,14,4.75,4.666666667,14,,,,,,,,,,,0.556998296,0.564500065,-0.144374893,6,1.076953471,56,3.25,5,2
163,1c3a3971-b7a4-405c-a0b3-c86cf24db1c3,covid,scatter,9,9,9,9,1235,1.64798E+12,9,9,9,849,1.64798E+12,4,5,4,4,1339,1.64798E+12,,,,9,9,9,9,844,1.64798E+12,9,9,9,814,1.64798E+12,4,5,4,5,838,1.64798E+12,,,,9,9,18,9,9,17,,,,,,,,,,,0.992096708,0.872478609,0.048144267,6,0.979526463,56,3.25,5,2
164,7d5e5017-d637-4e3e-bdd2-cc11332a1c87,covid,scatter,9,8,8,9,1181,1.64798E+12,9,9,9,1809,1.64798E+12,5,5,5,5,1628,1.64798E+12,,,,9,9,9,9,2342,1.64798E+12,8,8,7,1527,1.64798E+12,5,5,5,5,1085,1.64798E+12,,,,9,7.666666667,20,8.5,9,20,,,,,,,,,,,0.193986488,0.560572823,0.120986947,6,0.644469749,49,3,4.75,1
165,7d5e5017-d637-4e3e-bdd2-cc11332a1c87,union,scatter,8,8,7,7,1583,1.64798E+12,7,6,6,1156,1.64798E+12,3,4,4,4,1820,1.64798E+12,,,,5,8,7,7,1306,1.64798E+12,6,5,8,1980,1.64798E+12,3,3,4,4,1246,1.64798E+12,,,,6.75,6.333333333,14,7.5,6.333333333,15,,,,,,,,,,,0.375103015,0.364746019,0.059221009,6,1.42141756,49,3,4.75,1
166,3e288cdb-3341-4bc2-a050-2fba074e44d6,union,hop,7,7,6,7,1314,1.64798E+12,7,6,6,1864,1.64798E+12,3,2,4,4,1182,1.64798E+12,,,,7,7,6,7,1480,1.64798E+12,6,6,6,1415,1.64798E+12,3,2,4,4,1217,1.64798E+12,,,,6.75,6,13,6.75,6.333333333,13,,,,,,,,,,,0.385412534,0.381489825,0.005711698,6,0.899548421,30,3.5,4.25,3.75
167,3e288cdb-3341-4bc2-a050-2fba074e44d6,covid,hop,8,7,7,8,1056,1.64798E+12,8,8,8,1327,1.64798E+12,3,3,3,3,1928,1.64798E+12,,,,8,7,8,7,1133,1.64798E+12,8,8,8,1746,1.64798E+12,3,3,3,3,1120,1.64798E+12,,,,7.5,8,12,7.5,8,12,,,,,,,,,,,0.389163361,0.462858734,0.011974212,6,0.886333967,30,3.5,4.25,3.75
168,9b157924-2890-435f-aed5-c90814e5a64f,covid,scatter,8,9,8,9,1848,1.64798E+12,7,6,7,2000,1.64798E+12,5,4,5,5,1458,1.64798E+12,,,,9,9,9,9,2909,1.64798E+12,6,6,7,1335,1.64798E+12,5,4,5,5,1972,1.64798E+12,,,,9,6.333333333,19,8.5,6.666666667,19,,,,,,,,,,,0.941175012,0.594842715,-0.030274481,6,2.187924429,28,3,5,1
169,9b157924-2890-435f-aed5-c90814e5a64f,union,scatter,5,4,4,4,1754,1.64798E+12,4,1,1,2520,1.64798E+12,1,1,2,3,1333,1.64798E+12,,,,4,3,5,3,1509,1.64798E+12,2,2,2,1363,1.64798E+12,1,1,1,1,1457,1.64798E+12,,,,3.75,2,4,4.25,2,7,,,,,,,,,,,0.074850648,0.385430759,-0.226882759,6,0.220783479,28,3,5,1
170,39cb9c7c-1236-4d35-b062-e03dd10253d3,covid,hop,9,9,9,9,2010,1.64798E+12,9,9,9,2463,1.64798E+12,5,5,5,5,2927,1.64798E+12,,,,9,9,9,9,2451,1.64798E+12,9,9,9,2141,1.64798E+12,5,5,5,5,1303,1.64798E+12,,,,9,9,20,9,9,20,,,,,,,,,,,0.509024816,0.580814104,0.529265914,6,0.894172225,44,4.75,3,3.5
171,39cb9c7c-1236-4d35-b062-e03dd10253d3,union,hop,5,5,5,5,929,1.64798E+12,6,4,4,928,1.64798E+12,3,4,3,3,1535,1.64798E+12,,,,8,8,7,8,2568,1.64798E+12,7,8,5,1943,1.64798E+12,4,4,4,3,983,1.64798E+12,,,,7.75,6.666666667,15,5,4.666666667,13,,,,,,,,,,,0.634676083,0.434214655,-0.172511563,6,5.353369911,44,4.75,3,3.5
172,5c5ca8ae-35c0-4f82-907d-7363d3acf833,covid,hop,9,8,8,9,624,1.64798E+12,8,9,9,1061,1.64798E+12,5,5,5,5,1000,1.64798E+12,,,,8,8,9,8,1358,1.64798E+12,9,8,9,1151,1.64798E+12,5,5,5,4,978,1.64798E+12,,,,8.25,8.666666667,19,8.5,8.666666667,20,,,,,,,,,,,0.141468051,1.122747292,-0.05428761,6,0.123187204,50,4.5,4.5,2.5
173,5c5ca8ae-35c0-4f82-907d-7363d3acf833,union,hop,8,9,8,8,921,1.64798E+12,9,9,8,1139,1.64798E+12,5,4,4,5,889,1.64798E+12,,,,9,8,9,9,1327,1.64798E+12,9,9,8,1484,1.64798E+12,5,5,4,5,3747,1.64798E+12,,,,8.75,8.666666667,19,8.25,8.666666667,18,,,,,,,,,,,0.18380636,0.845159877,-0.239510994,6,0.361935815,50,4.5,4.5,2.5
174,ec69563b-7325-42e8-a8af-2194eb64a6f6,union,scatter,8,8,8,8,1921,1.64798E+12,8,8,8,951,1.64798E+12,5,5,5,5,1152,1.64798E+12,,,,9,9,9,9,1240,1.64798E+12,9,9,9,1238,1.64798E+12,5,5,5,5,1319,1.64798E+12,,,,9,9,20,8,8,20,,,,,,,,,,,0.31733245,0.302150353,-0.314549181,6,0.986243029,55,2.25,5,2.25
175,ec69563b-7325-42e8-a8af-2194eb64a6f6,covid,scatter,9,9,9,9,1041,1.64798E+12,9,9,9,880,1.64798E+12,5,5,5,5,1687,1.64798E+12,,,,9,9,9,9,1167,1.64798E+12,9,9,9,887,1.64798E+12,5,5,5,5,1510,1.64798E+12,,,,9,9,20,9,9,20,,,,,,,,,,,0.367582284,0.399523566,-0.152660978,6,1.517036102,55,2.25,5,2.25
176,3d451a3b-d5a3-46f3-a465-b6ffdfc389be,union,hop,8,8,8,8,1448,1.64798E+12,7,5,8,2083,1.64798E+12,5,3,4,4,2896,1.64798E+12,,,,7,8,8,8,2511,1.64798E+12,7,5,7,2678,1.64798E+12,5,1,4,4,2202,1.64798E+12,,,,7.75,6.333333333,14,8,6.666666667,16,,,,,,,,,,,0.252057242,0.505491675,0.18696863,6,0.430237456,50,3.5,5,2.25
177,3d451a3b-d5a3-46f3-a465-b6ffdfc389be,covid,hop,9,9,9,9,1461,1.64798E+12,9,9,9,1576,1.64798E+12,5,1,5,5,1114,1.64798E+12,,,,9,9,9,9,1143,1.64798E+12,9,9,9,1549,1.64798E+12,5,1,5,5,1310,1.64798E+12,,,,9,9,16,9,9,16,,,,,,,,,,,0.203879749,0.636418962,-0.037717727,6,0.255577741,50,3.5,5,2.25
178,22ee2d60-edbe-4b80-ac27-5beab2b674ad,union,hop,6,6,6,5,1622,1.64798E+12,5,5,5,1358,1.64798E+12,2,2,2,2,1272,1.64798E+12,,,,3,7,7,8,1511,1.64798E+12,7,7,7,1311,1.64798E+12,3,2,2,2,1769,1.64798E+12,,,,6.25,7,9,5.75,5,8,,,,,,,,,,,0.200278039,0.223617731,-0.059009779,6,2.07332523,45,2.5,4.25,3
179,22ee2d60-edbe-4b80-ac27-5beab2b674ad,covid,hop,9,9,9,9,1459,1.64798E+12,9,9,9,1228,1.64798E+12,4,3,3,4,1190,1.64798E+12,,,,9,9,9,9,1184,1.64798E+12,8,8,9,1071,1.64798E+12,4,4,4,4,3100,1.64798E+12,,,,9,8.333333333,16,9,9,14,,,,,,,,,,,0.233320125,0.373150395,0.071211426,6,2.579549963,45,2.5,4.25,3
180,be60fadd-3fdd-46be-a225-3f5f71bc48ee,union,uncertainty,8,9,8,9,3128,1.64798E+12,8,8,8,7244,1.64798E+12,5,5,2,2,6051,1.64798E+12,,,,6,9,9,9,1918,1.64798E+12,7,8,8,2249,1.64798E+12,2,1,2,1,1773,1.64798E+12,,,,8.25,7.666666667,6,8.5,8,14,,,,,,,,,,,0.510324605,0.423584559,0.606967488,6,1.613305149,48,4,3.5,3
181,be60fadd-3fdd-46be-a225-3f5f71bc48ee,covid,uncertainty,8,8,7,8,4470,1.64798E+12,7,2,8,2769,1.64798E+12,4,5,4,4,1683,1.64798E+12,,,,5,3,6,6,2738,1.64798E+12,6,6,6,3656,1.64798E+12,4,4,4,4,14773,1.64798E+12,,,,5,6,16,7.75,5.666666667,17,,,,,,,,,,,0.250474819,0.400868058,0.00393638,6,1.377554386,48,4,3.5,3
182,50ab858a-aeeb-49ba-b01e-34401ad89326,covid,hop,7,7,6,7,386259,1.64798E+12,6,6,6,1703,1.64798E+12,4,4,5,4,799,1.64798E+12,,,,8,8,8,8,1828,1.64798E+12,8,9,8,1787,1.64798E+12,4,4,5,5,1142,1.64798E+12,,,,8,8.333333333,18,6.75,6,17,,,,,,,,,,,0.443819753,0.731058888,0.066188231,6,0.81350357,47,2.5,3.75,3.5
183,50ab858a-aeeb-49ba-b01e-34401ad89326,union,hop,6,5,7,6,1212,1.64798E+12,5,6,5,1118,1.64798E+12,3,3,3,3,792,1.64798E+12,,,,5,5,4,3,1438,1.64798E+12,4,4,5,1785,1.64798E+12,3,3,4,4,1037,1.64798E+12,,,,4.25,4.333333333,14,6,5.333333333,12,,,,,,,,,,,0.349531031,0.517912647,-0.039167975,6,0.669058161,47,2.5,3.75,3.5
184,21cc142c-19eb-4ac3-8451-a91ab7db07b0,covid,hop,8,8,8,8,1660,1.64798E+12,8,7,8,1445,1.64798E+12,4,3,4,4,1238,1.64798E+12,,,,8,8,8,8,1938,1.64798E+12,8,7,8,2105,1.64798E+12,4,3,4,4,1466,1.64798E+12,,,,8,7.666666667,15,8,7.666666667,15,,,,,,,,,,,0.561501754,0.9573695,0.262893877,6,0.597985753,34,3.25,4,2
185,21cc142c-19eb-4ac3-8451-a91ab7db07b0,union,hop,7,8,7,7,1409,1.64798E+12,6,4,5,1422,1.64798E+12,4,2,2,3,1503,1.64798E+12,,,,7,8,7,8,1055,1.64798E+12,7,6,7,1261,1.64798E+12,3,2,3,3,1460,1.64798E+12,,,,7.5,6.666666667,11,7.25,5,11,,,,,,,,,,,0.249437261,0.429301656,-0.022331155,6,0.585019804,34,3.25,4,2
