,user_token,topic,post_belief,post_CI_lower,post_CI_upper,var,true_correlation,vis_condition,pre_belief,pre_CI_lower,pre_CI_upper,belief_difference,abs_belief_difference,pre_uncertainty,post_uncertainty,uncertainty_difference,abs_uncertainty_difference,pre_belief_distance,abs_pre_belief_distance,abs_belief_diff_to_belief_dist_portion,pre_attitude,post_attitude,pre_attitude_adjusted,pre_attitude_strength,post_attitude_adjusted,post_attitude_strength,pre_attitude_uncertainty,post_attitude_uncertainty
263,1e85b2ca-ecae-4c61-94c6-af37bfb57824,covid,-0.170436467,-0.302314553,-0.038558381,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,scatter,-0.300423557,-0.451262234,-0.14958488,0.12998709,0.12998709,0.301677354,0.263756172,-0.037921181,0.037921181,0.159536165,0.159536165,0.81478134,,,,,,,,
264,15032dcf-a646-4e4c-ae60-aea078d4f05c,union,0.250113938,-0.17466314,0.674891016,Union Membership Rate_Median Income,0.460953319,hop,0.206963427,0.12492734,0.288999514,0.043150511,0.043150511,0.164072174,0.849554156,0.685481982,0.685481982,0.253989893,0.253989893,0.169890663,,,,,,,,
265,15032dcf-a646-4e4c-ae60-aea078d4f05c,union,0.159455064,-0.037217877,0.356128005,Union Membership Rate_Income Inequality,-0.016484732,hop,-0.124321739,-0.276390208,0.027746729,0.283776803,0.283776803,0.304136937,0.393345882,0.089208945,0.089208945,0.107837007,0.107837007,2.631534482,,,,,,,,
266,15032dcf-a646-4e4c-ae60-aea078d4f05c,union,-0.135362588,-0.135362588,-0.135362588,Union Membership Rate_Poverty Rate,-0.415636848,hop,0.020600428,-0.124193485,0.165394341,-0.155963016,0.155963016,0.289587826,0,-0.289587826,0.289587826,-0.436237276,0.436237276,0.357518775,,,,,,,,
267,15032dcf-a646-4e4c-ae60-aea078d4f05c,union,-0.441935943,-0.775438281,-0.108433606,Union Membership Rate_Proportion Uninsured,-0.515061859,hop,-0.619183082,-0.873801418,-0.364564745,0.177247138,0.177247138,0.509236673,0.667004674,0.157768001,0.157768001,0.104121223,0.104121223,1.702315186,,,,,,,,
268,15032dcf-a646-4e4c-ae60-aea078d4f05c,union,-0.184464803,-0.922825905,0.553896299,Union Membership Rate_State GDP Growth,-0.113353841,hop,0.470362267,0.303719762,0.637004772,-0.65482707,0.65482707,0.33328501,1.476722204,1.143437194,1.143437194,-0.583716108,0.583716108,1.121824567,,,,,,,,
269,15032dcf-a646-4e4c-ae60-aea078d4f05c,union,-0.025330715,-0.142445018,0.091783588,Union Membership Rate_Unemployment Rate,0.125821494,hop,-0.453777062,-0.607771776,-0.299782348,0.428446347,0.428446347,0.307989428,0.234228605,-0.073760823,0.073760823,0.579598556,0.579598556,0.73921224,,,,,,,,
270,15032dcf-a646-4e4c-ae60-aea078d4f05c,covid,-0.07718095,-0.183622786,0.029260886,Vaccination Rate_Case Density,-0.337427469,hop,0.003996504,-0.369458683,0.377451691,-0.081177455,0.081177455,0.746910374,0.212883672,-0.534026702,0.534026702,-0.341423973,0.341423973,0.237761437,,,,,,,,
271,15032dcf-a646-4e4c-ae60-aea078d4f05c,covid,0.167232106,-0.296286539,0.630750752,Vaccination Rate_Adverse Vaccination Events,0.141784191,hop,-0.234935197,-0.465872931,-0.003997464,0.402167304,0.402167304,0.461875468,0.927037291,0.465161823,0.465161823,0.376719389,0.376719389,1.067551381,,,,,,,,
272,15032dcf-a646-4e4c-ae60-aea078d4f05c,covid,0.003948143,-0.359029195,0.36692548,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,hop,-0.491824221,-1,0.016351558,0.495772364,0.495772364,1.016351558,0.725954675,-0.290396883,0.290396883,0.350936828,0.350936828,1.412711131,,,,,,,,
273,15032dcf-a646-4e4c-ae60-aea078d4f05c,covid,0.299948341,-0.352623815,0.952520497,Vaccination Rate_Infection Rate,0.591449723,hop,-0.365983729,-0.964560554,0.232593095,0.66593207,0.66593207,1.197153649,1.305144312,0.107990663,0.107990663,0.957433452,0.957433452,0.695538754,,,,,,,,
274,15032dcf-a646-4e4c-ae60-aea078d4f05c,covid,-0.389314989,-0.961924121,0.183294143,Vaccination Rate_Death Rate,-0.687874271,hop,-0.583856138,-1,-0.167712277,0.19454115,0.19454115,0.832287723,1.145218264,0.312930541,0.312930541,-0.104018132,0.104018132,1.870261896,,,,,,,,
275,15032dcf-a646-4e4c-ae60-aea078d4f05c,covid,0.680787814,-0.138138686,1,Vaccination Rate_Test Positivity Ratio,-0.543364649,hop,-0.413771547,-0.872095916,0.044552822,1.094559361,1.094559361,0.916648738,1.138138686,0.221489948,0.221489948,-0.129593102,0.129593102,8.446123613,,,,,,,,
276,4580d648-4fe3-41b7-ade9-2d993878e04e,covid,0.427743547,0.382993709,0.472493385,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,scatter,0.610710671,0.344350301,0.877071042,-0.182967124,0.182967124,0.532720741,0.089499676,-0.443221065,0.443221065,-0.751598064,0.751598064,0.243437461,,,,,,,,
277,4580d648-4fe3-41b7-ade9-2d993878e04e,covid,-0.463637936,-0.633414866,-0.293861005,Vaccination Rate_Test Positivity Ratio,-0.543364649,scatter,0.945468823,0.730006442,1,-1.409106759,1.409106759,0.269993558,0.339553861,0.069560303,0.069560303,-1.488833473,1.488833473,0.946450214,,,,,,,,
278,4580d648-4fe3-41b7-ade9-2d993878e04e,covid,0.509411627,0.369091817,0.649731436,Vaccination Rate_Infection Rate,0.591449723,scatter,0.700977703,0.673369932,0.728585474,-0.191566077,0.191566077,0.055215543,0.280639619,0.225424077,0.225424077,-0.109527981,0.109527981,1.74901496,,,,,,,,
279,4580d648-4fe3-41b7-ade9-2d993878e04e,covid,0.337547117,0.211665728,0.463428506,Vaccination Rate_Adverse Vaccination Events,0.141784191,scatter,0.049929675,-0.030508706,0.130368056,0.287617442,0.287617442,0.160876763,0.251762779,0.090886016,0.090886016,0.091854516,0.091854516,3.131228095,,,,,,,,
280,4580d648-4fe3-41b7-ade9-2d993878e04e,covid,-0.467464918,-0.678434406,-0.25649543,Vaccination Rate_Case Density,-0.337427469,scatter,0.693740178,0.5913133,0.796167057,-1.161205096,1.161205096,0.204853757,0.421938976,0.217085219,0.217085219,-1.031167647,1.031167647,1.126106991,,,,,,,,
281,4580d648-4fe3-41b7-ade9-2d993878e04e,covid,-0.753968925,-1,-0.431664664,Vaccination Rate_Death Rate,-0.687874271,scatter,0.139868341,-0.064842882,0.344579565,-0.893837266,0.893837266,0.409422447,0.568335336,0.158912888,0.158912888,-0.827742612,0.827742612,1.079849283,,,,,,,,
282,4580d648-4fe3-41b7-ade9-2d993878e04e,union,-0.374985779,-0.598020091,-0.151951468,Union Membership Rate_Poverty Rate,-0.415636848,scatter,0.950968108,0.634184424,1,-1.325953887,1.325953887,0.365815576,0.446068624,0.080253048,0.080253048,-1.366604956,1.366604956,0.970253972,,,,,,,,
283,4580d648-4fe3-41b7-ade9-2d993878e04e,union,0.170708144,0.024147449,0.317268839,Union Membership Rate_Unemployment Rate,0.125821494,scatter,-0.470643212,-0.73964152,-0.201644903,0.641351356,0.641351356,0.537996617,0.293121389,-0.244875228,0.244875228,0.596464706,0.596464706,1.075254495,,,,,,,,
284,4580d648-4fe3-41b7-ade9-2d993878e04e,union,-0.555013832,-0.754861264,-0.3551664,Union Membership Rate_Proportion Uninsured,-0.515061859,scatter,0.111480472,-0.092839141,0.315800085,-0.666494305,0.666494305,0.408639226,0.399694864,-0.008944362,0.008944362,-0.626542332,0.626542332,1.0637658,,,,,,,,
285,4580d648-4fe3-41b7-ade9-2d993878e04e,union,0.413432499,0.195448768,0.631416231,Union Membership Rate_Median Income,0.460953319,scatter,-0.531855066,-0.884954734,-0.178755399,0.945287566,0.945287566,0.706199334,0.435967463,-0.270231871,0.270231871,0.992808386,0.992808386,0.952134953,,,,,,,,
286,4580d648-4fe3-41b7-ade9-2d993878e04e,union,-0.061297005,-0.282614472,0.160020463,Union Membership Rate_Income Inequality,-0.016484732,scatter,-0.286393525,-0.572347728,-0.000439321,0.22509652,0.22509652,0.571908408,0.442634935,-0.129273472,0.129273472,0.269908793,0.269908793,0.833972534,,,,,,,,
287,4580d648-4fe3-41b7-ade9-2d993878e04e,union,-0.120835371,-0.443293345,0.201622603,Union Membership Rate_State GDP Growth,-0.113353841,scatter,0.030421345,-0.157405561,0.21824825,-0.151256716,0.151256716,0.375653811,0.644915948,0.269262137,0.269262137,-0.143775186,0.143775186,1.052036311,,,,,,,,
288,664a85d2-ab29-40ad-bcaf-a12a60c456bd,covid,-0.173149963,-0.376294934,0.029995008,Vaccination Rate_Case Density,-0.337427469,uncertainty,-0.354924892,-0.482437822,-0.227411961,0.181774929,0.181774929,0.25502586,0.406289942,0.151264082,0.151264082,0.017497423,0.017497423,10.3886686,,,,,,,,
289,664a85d2-ab29-40ad-bcaf-a12a60c456bd,covid,-0.376046589,-0.453169758,-0.298923421,Vaccination Rate_Death Rate,-0.687874271,uncertainty,-0.318105867,-0.401179487,-0.235032247,-0.057940723,0.057940723,0.16614724,0.154246338,-0.011900902,0.011900902,-0.369768404,0.369768404,0.156694628,,,,,,,,
290,664a85d2-ab29-40ad-bcaf-a12a60c456bd,covid,-0.090390215,-0.149450249,-0.031330182,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,uncertainty,0.312797216,0.154535555,0.471058876,-0.403187431,0.403187431,0.316523321,0.118120067,-0.198403254,0.198403254,-0.453684608,0.453684608,0.888695415,,,,,,,,
291,664a85d2-ab29-40ad-bcaf-a12a60c456bd,covid,-0.043468799,-0.149863271,0.062925673,Vaccination Rate_Adverse Vaccination Events,0.141784191,uncertainty,0.178674775,0.106620861,0.250728688,-0.222143573,0.222143573,0.144107826,0.212788944,0.068681118,0.068681118,-0.036890583,0.036890583,6.021687753,,,,,,,,
292,664a85d2-ab29-40ad-bcaf-a12a60c456bd,covid,0.257839575,0.164148763,0.351530386,Vaccination Rate_Infection Rate,0.591449723,uncertainty,-0.433413391,-0.511668652,-0.355158131,0.691252966,0.691252966,0.156510521,0.187381624,0.030871102,0.030871102,1.024863114,1.024863114,0.674483213,,,,,,,,
293,664a85d2-ab29-40ad-bcaf-a12a60c456bd,covid,-0.365679898,-0.510921113,-0.220438682,Vaccination Rate_Test Positivity Ratio,-0.543364649,uncertainty,0.269447363,0.151864773,0.387029953,-0.635127261,0.635127261,0.235165181,0.290482431,0.05531725,0.05531725,-0.812812012,0.812812012,0.781395023,,,,,,,,
294,664a85d2-ab29-40ad-bcaf-a12a60c456bd,union,0.314540347,0.206682459,0.422398236,Union Membership Rate_Median Income,0.460953319,uncertainty,0.235705634,,,0.078834714,0.078834714,,0.215715777,,,0.225247686,0.225247686,0.349991226,,,,,,,,
295,664a85d2-ab29-40ad-bcaf-a12a60c456bd,union,-0.429401652,-0.557234942,-0.301568363,Union Membership Rate_Proportion Uninsured,-0.515061859,uncertainty,-0.249678798,-0.394139807,-0.105217789,-0.179722854,0.179722854,0.288922018,0.255666579,-0.033255439,0.033255439,-0.265383061,0.265383061,0.677220518,,,,,,,,
296,664a85d2-ab29-40ad-bcaf-a12a60c456bd,union,-0.070397534,-0.15587595,0.015080882,Union Membership Rate_State GDP Growth,-0.113353841,uncertainty,0.320272269,0.23094448,0.409600057,-0.390669803,0.390669803,0.178655577,0.170956832,-0.007698745,0.007698745,-0.43362611,0.43362611,0.900936992,,,,,,,,
297,664a85d2-ab29-40ad-bcaf-a12a60c456bd,union,-0.07736991,-0.159864477,0.005124658,Union Membership Rate_Income Inequality,-0.016484732,uncertainty,-0.30564607,-0.440431781,-0.170860359,0.22827616,0.22827616,0.269571422,0.164989135,-0.104582287,0.104582287,0.289161338,0.289161338,0.78944219,,,,,,,,
298,664a85d2-ab29-40ad-bcaf-a12a60c456bd,union,-0.180573617,-0.262144739,-0.099002496,Union Membership Rate_Poverty Rate,-0.415636848,uncertainty,-0.154801835,-0.255256381,-0.054347288,-0.025771783,0.025771783,0.200909092,0.163142243,-0.037766849,0.037766849,-0.260835014,0.260835014,0.098804921,,,,,,,,
299,664a85d2-ab29-40ad-bcaf-a12a60c456bd,union,0.103738766,0.006655998,0.200821535,Union Membership Rate_Unemployment Rate,0.125821494,uncertainty,-0.125518983,-0.207866481,-0.043171486,0.22925775,0.22925775,0.164694996,0.194165537,0.029470541,0.029470541,0.251340477,0.251340477,0.912140186,,,,,,,,
300,d85c74cd-6a72-4783-91e2-a5adb1186816,covid,-0.696166305,-1,0.464186748,Vaccination Rate_Death Rate,-0.687874271,scatter,-0.828937201,-0.933186415,-0.724687988,0.132770896,0.132770896,0.208498427,1.464186748,1.255688321,1.255688321,0.141062931,0.141062931,0.941217481,,,,,,,,
301,d85c74cd-6a72-4783-91e2-a5adb1186816,covid,-0.58483323,-1,1,Vaccination Rate_Test Positivity Ratio,-0.543364649,scatter,-0.359664431,-0.898004347,0.178675484,-0.225168798,0.225168798,1.076679831,2,0.923320169,0.923320169,-0.183700218,0.183700218,1.225740508,,,,,,,,
302,d85c74cd-6a72-4783-91e2-a5adb1186816,covid,0.130192647,-0.888679973,1,Vaccination Rate_Adverse Vaccination Events,0.141784191,scatter,0.437100128,-0.351962791,1,-0.306907481,0.306907481,1.351962791,1.888679973,0.536717181,0.536717181,-0.295315937,0.295315937,1.039251334,,,,,,,,
303,d85c74cd-6a72-4783-91e2-a5adb1186816,covid,0.37623716,-0.17329115,0.925765469,Vaccination Rate_Infection Rate,0.591449723,scatter,-0.090225733,-0.32550914,0.145057674,0.466462893,0.466462893,0.470566814,1.099056619,0.628489805,0.628489805,0.681675455,0.681675455,0.684288819,,,,,,,,
304,d85c74cd-6a72-4783-91e2-a5adb1186816,covid,-0.159361482,-0.591588681,0.272865717,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,scatter,-0.286565727,-0.516621162,-0.056510292,0.127204245,0.127204245,0.46011087,0.864454398,0.404343528,0.404343528,0.145678334,0.145678334,0.873185744,,,,,,,,
305,d85c74cd-6a72-4783-91e2-a5adb1186816,covid,-0.314828126,-0.668828442,0.03917219,Vaccination Rate_Case Density,-0.337427469,scatter,0.358075961,0.018842771,0.69730915,-0.672904087,0.672904087,0.678466379,0.708000632,0.029534253,0.029534253,-0.695503429,0.695503429,0.967506497,,,,,,,,
306,d85c74cd-6a72-4783-91e2-a5adb1186816,union,-0.362849905,-0.66567512,-0.060024691,Union Membership Rate_Poverty Rate,-0.415636848,scatter,0.128110565,0.004640367,0.251580764,-0.49096047,0.49096047,0.246940397,0.605650429,0.358710032,0.358710032,-0.543747413,0.543747413,0.902920103,,,,,,,,
307,d85c74cd-6a72-4783-91e2-a5adb1186816,union,-0.112856456,-0.219062943,-0.006649968,Union Membership Rate_State GDP Growth,-0.113353841,scatter,0.269470154,0.072349434,0.466590874,-0.38232661,0.38232661,0.394241439,0.212412975,-0.181828464,0.181828464,-0.382823995,0.382823995,0.998700747,,,,,,,,
308,d85c74cd-6a72-4783-91e2-a5adb1186816,union,0.307699634,0.173431478,0.44196779,Union Membership Rate_Median Income,0.460953319,scatter,0.258958006,0.109514214,0.408401798,0.048741628,0.048741628,0.298887584,0.268536312,-0.030351272,0.030351272,0.201995313,0.201995313,0.241300787,,,,,,,,
309,d85c74cd-6a72-4783-91e2-a5adb1186816,union,-0.006401865,-0.197603446,0.184799717,Union Membership Rate_Income Inequality,-0.016484732,scatter,-0.283862487,-0.431927418,-0.135797557,0.277460623,0.277460623,0.296129861,0.382403163,0.086273301,0.086273301,0.267377756,0.267377756,1.037710194,,,,,,,,
310,d85c74cd-6a72-4783-91e2-a5adb1186816,union,-0.349609751,-0.643556815,-0.055662686,Union Membership Rate_Proportion Uninsured,-0.515061859,scatter,-0.37239167,-0.585344299,-0.159439041,0.022781919,0.022781919,0.425905258,0.587894129,0.161988872,0.161988872,-0.142670189,0.142670189,0.159682408,,,,,,,,
311,d85c74cd-6a72-4783-91e2-a5adb1186816,union,0.093230651,-0.162876041,0.349337342,Union Membership Rate_Unemployment Rate,0.125821494,scatter,-0.483939214,-0.756932594,-0.210945834,0.577169864,0.577169864,0.54598676,0.512213383,-0.033773377,0.033773377,0.609760708,0.609760708,0.946551421,,,,,,,,
312,5891fd05-3745-430c-93fd-dfe69865466b,covid,-0.832120315,-1,-0.231370562,Vaccination Rate_Death Rate,-0.687874271,scatter,0.747865871,-0.207669144,1,-1.579986186,1.579986186,1.207669144,0.768629438,-0.439039706,0.439039706,-1.435740142,1.435740142,1.100468072,,,,,,,,
313,5891fd05-3745-430c-93fd-dfe69865466b,covid,-0.298496531,-0.466412336,-0.130580726,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,scatter,-0.840625456,-0.983557307,-0.697693605,0.542128925,0.542128925,0.285863702,0.33583161,0.049967908,0.049967908,0.699738064,0.699738064,0.774759804,,,,,,,,
314,5891fd05-3745-430c-93fd-dfe69865466b,covid,-0.640194624,-1,0.642334108,Vaccination Rate_Test Positivity Ratio,-0.543364649,scatter,-0.135772,-0.379066753,0.107522754,-0.504422624,0.504422624,0.486589507,1.642334108,1.155744601,1.155744601,-0.40759265,0.40759265,1.237565556,,,,,,,,
315,5891fd05-3745-430c-93fd-dfe69865466b,covid,-0.296110574,-0.488170887,-0.104050261,Vaccination Rate_Case Density,-0.337427469,scatter,0.712985772,0.425971545,1,-1.009096347,1.009096347,0.574028455,0.384120626,-0.18990783,0.18990783,-1.050413241,1.050413241,0.960666057,,,,,,,,
316,5891fd05-3745-430c-93fd-dfe69865466b,covid,0.131602737,0.060991171,0.202214302,Vaccination Rate_Adverse Vaccination Events,0.141784191,scatter,0.144195419,0.003761005,0.284629833,-0.012592682,0.012592682,0.280868828,0.141223131,-0.139645696,0.139645696,-0.002411228,0.002411228,5.222518843,,,,,,,,
317,5891fd05-3745-430c-93fd-dfe69865466b,covid,0.666470625,0.501866936,0.831074313,Vaccination Rate_Infection Rate,0.591449723,scatter,-0.72891891,-1,-0.118944003,1.395389535,1.395389535,0.881055997,0.329207377,-0.55184862,0.55184862,1.320368632,1.320368632,1.056818149,,,,,,,,
318,5891fd05-3745-430c-93fd-dfe69865466b,union,-0.687459891,-0.886748896,-0.488170887,Union Membership Rate_Proportion Uninsured,-0.515061859,scatter,0.343564707,0.151195756,0.535933657,-1.031024598,1.031024598,0.3847379,0.398578008,0.013840108,0.013840108,-0.858626566,0.858626566,1.200783482,,,,,,,,
319,5891fd05-3745-430c-93fd-dfe69865466b,union,0.123316391,0.022512954,0.224119828,Union Membership Rate_Unemployment Rate,0.125821494,scatter,0.620039197,0.537063911,0.703014482,-0.496722806,0.496722806,0.165950571,0.201606874,0.035656303,0.035656303,-0.494217703,0.494217703,1.005068825,,,,,,,,
320,5891fd05-3745-430c-93fd-dfe69865466b,union,0.109735716,-0.026527035,0.245998467,Union Membership Rate_State GDP Growth,-0.113353841,scatter,0.408615442,0.094860972,0.722369911,-0.298879726,0.298879726,0.627508939,0.272525502,-0.354983436,0.354983436,-0.521969283,0.521969283,0.572600219,,,,,,,,
321,5891fd05-3745-430c-93fd-dfe69865466b,union,0.599528967,0.51464631,0.684411624,Union Membership Rate_Median Income,0.460953319,scatter,0.490954331,0.430135036,0.551773626,0.108574636,0.108574636,0.12163859,0.169765314,0.048126725,0.048126725,-0.030001011,0.030001011,3.61903254,,,,,,,,
322,5891fd05-3745-430c-93fd-dfe69865466b,union,0.720963486,0.467879614,0.974047357,Union Membership Rate_Poverty Rate,-0.415636848,scatter,0.960024473,0.481305624,1,-0.239060987,0.239060987,0.518694376,0.506167742,-0.012526634,0.012526634,-1.375661321,1.375661321,0.173778955,,,,,,,,
323,5891fd05-3745-430c-93fd-dfe69865466b,union,0.011644669,-0.027150987,0.050440324,Union Membership Rate_Income Inequality,-0.016484732,scatter,0.235273195,0.098876206,0.371670185,-0.223628527,0.223628527,0.272793979,0.077591311,-0.195202668,0.195202668,-0.251757927,0.251757927,0.888268065,,,,,,,,
324,88304592-f432-4327-a298-eca045e59b38,union,0.659476777,0.51279263,0.806160924,Union Membership Rate_Income Inequality,-0.016484732,scatter,0.983941929,0.905575824,1,-0.324465152,0.324465152,0.094424176,0.293368294,0.198944118,0.198944118,-1.00042666,1.00042666,0.324326774,,,,,,,,
325,88304592-f432-4327-a298-eca045e59b38,union,-0.693970368,-0.859134438,-0.528806297,Union Membership Rate_Poverty Rate,-0.415636848,scatter,-0.687880773,-0.758009316,-0.61775223,-0.006089595,0.006089595,0.140257085,0.330328142,0.190071056,0.190071056,0.272243925,0.272243925,0.022368156,,,,,,,,
326,88304592-f432-4327-a298-eca045e59b38,union,-0.093497157,-0.162802846,-0.024191469,Union Membership Rate_State GDP Growth,-0.113353841,scatter,0.695570317,0.582320032,0.808820603,-0.789067475,0.789067475,0.226500572,0.138611377,-0.087889194,0.087889194,-0.808924158,0.808924158,0.975452972,,,,,,,,
327,88304592-f432-4327-a298-eca045e59b38,union,0.085634576,0.033825948,0.137443204,Union Membership Rate_Unemployment Rate,0.125821494,scatter,-0.022877451,-0.131020816,0.085265913,0.108512027,0.108512027,0.216286729,0.103617256,-0.112669473,0.112669473,0.148698945,0.148698945,0.729743089,,,,,,,,
328,88304592-f432-4327-a298-eca045e59b38,union,0.569499727,0.50537528,0.633624173,Union Membership Rate_Median Income,0.460953319,scatter,0.407418038,0.227261569,0.587574506,0.162081689,0.162081689,0.360312938,0.128248893,-0.232064045,0.232064045,0.053535282,0.053535282,3.027567682,,,,,,,,
329,88304592-f432-4327-a298-eca045e59b38,union,-0.678430913,-0.798832687,-0.55802914,Union Membership Rate_Proportion Uninsured,-0.515061859,scatter,-0.08127778,-0.13326092,-0.02929464,-0.597153133,0.597153133,0.10396628,0.240803547,0.136837267,0.136837267,-0.433784079,0.433784079,1.376613762,,,,,,,,
330,88304592-f432-4327-a298-eca045e59b38,covid,-1,-1,-0.875805174,Vaccination Rate_Death Rate,-0.687874271,scatter,-0.705064283,-0.769402779,-0.640725786,-0.294935717,0.294935717,0.128676993,0.124194826,-0.004482166,0.004482166,0.017190012,0.017190012,17.15738866,,,,,,,,
331,88304592-f432-4327-a298-eca045e59b38,covid,0.201171905,0.105402782,0.296941027,Vaccination Rate_Infection Rate,0.591449723,scatter,-0.7175212,-0.800658971,-0.634383428,0.918693104,0.918693104,0.166275543,0.191538245,0.025262702,0.025262702,1.308970922,1.308970922,0.701843783,,,,,,,,
332,88304592-f432-4327-a298-eca045e59b38,covid,-0.277002172,-0.435003016,-0.119001327,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,scatter,-0.951941321,-0.990714673,-0.913167968,0.674939149,0.674939149,0.077546705,0.316001689,0.238454984,0.238454984,0.811053928,0.811053928,0.832175427,,,,,,,,
333,88304592-f432-4327-a298-eca045e59b38,covid,0.078420863,-0.004468589,0.161310314,Vaccination Rate_Adverse Vaccination Events,0.141784191,scatter,0.001859214,-0.060372022,0.064090449,0.076561649,0.076561649,0.124462471,0.165778903,0.041316433,0.041316433,0.139924978,0.139924978,0.547162131,,,,,,,,
334,88304592-f432-4327-a298-eca045e59b38,covid,-0.81790969,-0.962548688,-0.673270693,Vaccination Rate_Case Density,-0.337427469,scatter,-0.834103135,-0.965019737,-0.703186533,0.016193444,0.016193444,0.261833204,0.289277995,0.027444792,0.027444792,0.496675666,0.496675666,0.03260366,,,,,,,,
335,88304592-f432-4327-a298-eca045e59b38,covid,-0.656480068,-0.698621348,-0.614338788,Vaccination Rate_Test Positivity Ratio,-0.543364649,scatter,-0.283563091,-0.326357806,-0.240768377,-0.372916977,0.372916977,0.085589429,0.08428256,-0.001306869,0.001306869,-0.259801558,0.259801558,1.43539161,,,,,,,,
336,2f5b644e-c214-433c-a906-1f208d29ee55,union,0.860463062,0.764896246,0.956029877,Union Membership Rate_Income Inequality,-0.016484732,scatter,0.864904497,0.729808993,1,-0.004441435,0.004441435,0.270191007,0.19113363,-0.079057376,0.079057376,-0.881389228,0.881389228,0.00503913,,,,,,,,
337,2f5b644e-c214-433c-a906-1f208d29ee55,union,0.804726432,0.718074412,0.891378452,Union Membership Rate_Median Income,0.460953319,scatter,0.904182015,0.819327741,0.989036288,-0.099455583,0.099455583,0.169708547,0.173304041,0.003595493,0.003595493,-0.443228695,0.443228695,0.224388862,,,,,,,,
338,2f5b644e-c214-433c-a906-1f208d29ee55,union,-0.820044461,-0.91144448,-0.728644441,Union Membership Rate_Proportion Uninsured,-0.515061859,scatter,-0.838102017,-0.980210435,-0.6959936,0.018057557,0.018057557,0.284216834,0.182800039,-0.101416795,0.101416795,0.323040158,0.323040158,0.055898799,,,,,,,,
339,2f5b644e-c214-433c-a906-1f208d29ee55,union,-0.619199876,-0.70758877,-0.530810982,Union Membership Rate_Poverty Rate,-0.415636848,scatter,-0.830271747,-0.935994358,-0.724549136,0.211071871,0.211071871,0.211445222,0.176777787,-0.034667435,0.034667435,0.414634898,0.414634898,0.509054765,,,,,,,,
340,2f5b644e-c214-433c-a906-1f208d29ee55,union,0.110170395,0.059206861,0.161133928,Union Membership Rate_Unemployment Rate,0.125821494,scatter,-0.796121204,-0.874286494,-0.717955914,0.906291599,0.906291599,0.15633058,0.101927067,-0.054403513,0.054403513,0.921942698,0.921942698,0.983023783,,,,,,,,
341,2f5b644e-c214-433c-a906-1f208d29ee55,union,-0.1112181,-0.157370293,-0.065065907,Union Membership Rate_State GDP Growth,-0.113353841,scatter,0.573948924,0.497205098,0.650692751,-0.685167024,0.685167024,0.153487654,0.092304385,-0.061183268,0.061183268,-0.687302765,0.687302765,0.996892576,,,,,,,,
342,2f5b644e-c214-433c-a906-1f208d29ee55,covid,0.299603631,0.239298037,0.359909226,Vaccination Rate_Infection Rate,0.591449723,scatter,-0.923224207,-0.972066682,-0.874381731,1.222827838,1.222827838,0.097684951,0.120611188,0.022926237,0.022926237,1.514673929,1.514673929,0.807320846,,,,,,,,
343,2f5b644e-c214-433c-a906-1f208d29ee55,covid,0.084251822,0.039963768,0.128539877,Vaccination Rate_Adverse Vaccination Events,0.141784191,scatter,0.087820975,0.030003626,0.145638324,-0.003569153,0.003569153,0.115634699,0.088576109,-0.02705859,0.02705859,0.053963216,0.053963216,0.06614048,,,,,,,,
344,2f5b644e-c214-433c-a906-1f208d29ee55,covid,-0.845356784,-0.902564919,-0.788148649,Vaccination Rate_Death Rate,-0.687874271,scatter,-0.87291553,-0.97092751,-0.774903549,0.027558746,0.027558746,0.196023961,0.114416271,-0.08160769,0.08160769,0.185041259,0.185041259,0.148932979,,,,,,,,
345,2f5b644e-c214-433c-a906-1f208d29ee55,covid,-0.836883971,-0.88545932,-0.788308621,Vaccination Rate_Case Density,-0.337427469,scatter,-0.825665252,-0.906897398,-0.744433106,-0.011218719,0.011218719,0.162464293,0.097150699,-0.065313594,0.065313594,0.488237783,0.488237783,0.022977981,,,,,,,,
346,2f5b644e-c214-433c-a906-1f208d29ee55,covid,-0.440446791,-0.50558565,-0.375307933,Vaccination Rate_Test Positivity Ratio,-0.543364649,scatter,-0.154501227,-0.227177175,-0.081825279,-0.285945565,0.285945565,0.145351896,0.130277717,-0.015074179,0.015074179,-0.388863423,0.388863423,0.735336748,,,,,,,,
347,2f5b644e-c214-433c-a906-1f208d29ee55,covid,-0.118851602,-0.176671117,-0.061032087,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,scatter,0.341153301,0.271606396,0.410700205,-0.460004903,0.460004903,0.139093809,0.11563903,-0.023454779,0.023454779,-0.482040693,0.482040693,0.954286452,,,,,,,,
348,f856f9c2-1c34-49ef-a583-63dcf70a528b,covid,0.345334799,0.270540702,0.420128895,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,scatter,0.335425986,0.312298618,0.358553355,0.009908812,0.009908812,0.046254737,0.149588193,0.103333456,0.103333456,-0.476313378,0.476313378,0.020803137,,,,,,,,
